"국내 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,,,
number,origin_time,magnitude,depth,최대,latitude,longitude,location,map,details
580,2016-08-20 18:54,2.9,18,,33.48 N,127.31 E,제주 서귀포시 성산 동북동쪽 41km 해역,지도,-
579,2016-08-20 12:18,3,7,,38.38 N,128.09 E,북한 강원도 양구군 북북동쪽 32km 지역,지도,-
578,2016-08-18 22:21,2.6,5,,38.84 N,125.70 E,북한 황해북도 송림시 북북동쪽 13km 지역,지도,-
577,2016-08-18 17:08,2.1,-,,37.18 N,125.46 E,인천 옹진군 연평도 남남서쪽 58km 해역,지도,-
576,2016-08-17 11:17,2.9,-,,38.35 N,128.09 E,북한 강원도 양구군 북북동쪽 28km 지역,지도,-
575,2016-08-16 11:57,2.4,14,,36.75 N,128.84 E,경북 안동시 북북동쪽 22km 지역,지도,-
574,2016-07-30 1:51,2.3,13,,33.06 N,126.33 E,제주 서귀포시 남서쪽 27km 해역,지도,-
573,2016-07-14 22:31,2.8,12,,35.12 N,130.24 E,울산 동구 동남동쪽 86km 해역,지도,-
572,2016-07-13 14:13,2,9,,36.80 N,128.53 E,경북 영주시 서쪽 9km 지역,지도,-
571,2016-07-09 13:16,2.6,-,,38.69 N,125.83 E,북한 황해북도 송림시 동남동쪽 18km 지역,지도,-
570,2016-07-09 4:47,2.3,18,,35.48 N,129.97 E,울산 동구 동쪽 50km 해역,지도,-
569,2016-07-05 21:24,2.6,24,,35.51 N,129.87 E,울산 동구 동쪽 41km 해역,지도,-
568,2016-07-05 20:33,5,19,,35.51 N,129.99 E,울산 동구 동쪽 52km 해역,지도,-
567,2016-06-25 3:24,2.6,-,,38.74 N,125.86 E,북한 황해북도 송림시 20km 지역,지도,-
566,2016-06-21 3:23,3.1,-,,39.49 N,126.19 E,북한 평안남도 성천군 북쪽 28km 지역,지도,-
565,2016-06-15 2:07,2.6,20,,35.87 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역,지도,-
564,2016-06-13 12:33,2.7,8,,34.30 N,124.68 E,전남 신안군 흑산면 서남서쪽 82km 해역,지도,-
563,2016-06-07 16:06,2.3,12,,33.05 N,126.17 E,제주 제주시 고산 남쪽 27km 해역,지도,-
562,2016-06-05 10:11,2.2,17,,36.00 N,129.58 E,경북 포항시 남구 동쪽 20km 해역,지도,-
561,2016-06-03 4:53,3,10,,36.39 N,127.92 E,경북 상주시 서쪽 22km 지역,지도,-
560,2016-05-24 4:52,2.3,16,,33.61 N,125.56 E,제주 제주시 고산 서북서쪽 66km 해역,지도,-
559,2016-05-22 1:22,3.5,21,,40.68 N,127.15 E,북한 함경남도 장진군 북북서쪽 34km 지역,지도,-
558,2016-05-03 3:29,2.4,-,,37.11 N,129.02 E,강원 태백시 남남동쪽 7km 지역,지도,-
557,2016-04-30 22:46,2.6,19,,37.75 N,125.40 E,북한 황해남도 옹진군 남쪽 20km 지역,지도,-
556,2016-04-28 10:16,2.4,10,,35.42 N,128.56 E,경남 창녕군 남남동쪽 15km 지역,지도,-
555,2016-04-27 19:27,2.3,15,,35.57 N,128.34 E,경남 합천군 동쪽 16km 지역,지도,-
554,2016-04-25 11:42,2.3,22,,33.51 N,125.91 E,제주 제주시 고산 북서쪽 34km 해역,지도,-
553,2016-04-21 15:55,2.7,10,,33.53 N,125.89 E,제주 제주시 고산 북서쪽 36km 해역,지도,-
552,2016-04-21 15:53,2.7,18,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역,지도,-
551,2016-04-13 5:28,2.1,17,,35.92 N,127.93 E,경북 김천시 남남서쪽 28km 지역,지도,-
550,2016-03-28 14:34,2.9,13,,35.22 N,127.96 E,경남 진주시 서북서쪽 12km 지역,지도,-
549,2016-03-27 18:28,3.1,7,,39.38 N,126.06 E,북한 평안남도 성천시 북서쪽 20km 지역,지도,-
548,2016-03-27 14:52,2.3,12,,35.33 N,130.04 E,울산 동구 동남동쪽 59km 해역,지도,-
547,2016-03-15 3:38,2.5,13,,37.60 N,129.82 E,강원 삼척시 동북동쪽 60km 해역,지도,-
546,2016-03-15 3:00,2.7,16,,36.31 N,128.21 E,경북 상주시 남남동쪽 12km 지역,지도,-
545,2016-03-14 5:17,3.1,8,,38.71 N,125.87 E,북한 황해북도 송림시 동쪽 21km 지역,지도,-
544,2016-03-05 11:11,3.3,-,,35.61 N,129.82 E,울산 동구 동북동쪽 38km 해역,지도,-
543,2016-03-02 14:04,2.7,-,,36.35 N,127.20 E,충남 공주시 남동쪽 13km 지역,지도,-
542,2016-02-28 16:52,2.5,6,,38.73 N,125.85 E,북한 황해북도 송림시 동쪽 19km 지역,지도,-
541,2016-02-26 18:46,2.2,14,,33.23 N,127.19 E,제주 서귀포시 성산 동남동쪽 34km 해역,지도,-
540,2016-02-24 23:22,2.9,20,,33.52 N,125.92 E,제주 제주시 고산 북서쪽 34km 해역,지도,-
539,2016-02-11 5:57,3.1,17,,36.21 N,127.48 E,충남 금산군 북쪽 12km 지역,지도,-
538,2016-01-31 3:03,2,28,,36.95 N,129.92 E,경북 울진군 동쪽 46 km 해역,지도,-
537,2016-01-25 18:40,2.3,20,,36.22 N,128.69 E,경북 의성군 남쪽 14km 지역,지도,-
536,2016-01-23 7:14,2.4,7,,38.42 N,126.25 E,북한 황해북도 평산군 북서쪽 16km 지역,지도,-
535,2016-01-06 20:39,3,7,,36.01 N,128.07 E,경북 김천시 남쪽 14km 지역,지도,-
534,2015-12-22 4:31,3.9,11,,36.02 N,126.95 E,전북 익산시 북쪽 8km 지역,지도,-
533,2015-12-11 1:25,2.1,14,,36.90 N,126.58 E,충남 당진시 서북서쪽 5km 지역,지도,-
532,2015-11-24 14:10,2.4,14,,35.69 N,129.75 E,울산 동구 북동쪽 36km 해역,지도,-
531,2015-11-24 11:27,3.2,13,,35.67 N,129.82 E,울산 동구 동북동쪽 41km 해역,지도,-
530,2015-11-13 20:04,2.6,18,,35.80 N,129.42 E,경북 경주시 동남동쪽 19km 지역,지도,-
529,2015-10-30 15:17,2.9,17,,35.74 N,129.37 E,경북 경주시 남동쪽 18km 지역,지도,-
528,2015-10-26 23:29,2.1,24,,34.09 N,126.85 E,전남 완도군 남남동쪽 26km 해역,지도,-
527,2015-10-11 0:55,2.1,19,,33.30 N,127.02 E,제주 서귀포시 성산 남동쪽 16km 해역,지도,-
526,2015-10-01 14:06,2.1,18,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역,지도,-
525,2015-10-01 9:21,2.5,17,,35.78 N,129.14 E,경북 경주시 남서쪽 9km 지역,지도,-
524,2015-09-18 10:12,2.1,15,,34.70 N,128.75 E,경남 통영시 매물도 동북동쪽 17km 해역,지도,-
523,2015-09-03 4:53,2.7,19,,33.27 N,127.04 E,제주 서귀포시 성산 남동쪽 20km 해역,지도,-
522,2015-09-01 13:47,2.5,6,,39.09 N,126.53 E,북한 평안남도 양덕 남서쪽 16km 지역,지도,-
521,2015-08-23 9:19,2.5,15,,36.38 N,129.77 E,경북 영덕군 동쪽 36km 해역,지도,-
520,2015-08-17 16:56,2.5,8,,37.20 N,125.38 E,인천 옹진군 연평도 남남서쪽 59km 해역,지도,-
519,2015-08-12 17:09,2.2,17,,37.17 N,127.50 E,경기 이천시 남남동쪽 13km 지역,지도,-
518,2015-08-03 10:11,3.7,20,,33.26 N,127.06 E,제주 서귀포시 성산 남동쪽 22km 해역,지도,-
517,2015-08-02 3:22,2.1,6,,37.19 N,128.44 E,강원 영월군 서북서쪽 2km 지역,지도,-
516,2015-08-01 23:58,2.2,22,,35.32 N,127.45 E,전남 구례군 북쪽 13km 지역,지도,-
515,2015-07-30 9:39,2.2,14,,35.15 N,127.98 E,경남 사천시 북서쪽 12km 지역,지도,-
514,2015-07-23 4:02,2.6,9,,33.22 N,127.05 E,제주 서귀포시 성산 남동쪽 24km 해역,지도,-
513,2015-07-20 1:33,2.2,20,,33.26 N,127.21 E,제주 서귀포시 성산 동남동쪽 34km 해역,지도,-
512,2015-07-18 21:15,2.3,7,,36.07 N,128.08 E,경북 김천시 남남서쪽 7km 지역,지도,-
511,2015-07-14 14:34,2.8,6,,33.24 N,127.01 E,제주 서귀포시 성산 남동쪽 20km 해역,지도,-
510,2015-07-08 11:01,2,16,,37.63 N,125.86 E,인천 옹진군 연평도 동남동쪽 14km 해역,지도,-
509,2015-07-04 8:49,2.1,15,,36.32 N,128.18 E,경북 상주시 남쪽 10km 지역,지도,-
508,2015-06-22 12:44,2.4,7,,36.35 N,127.24 E,충남 공주시 남동쪽 15km 지역,지도,-
507,2015-06-22 12:02,2.6,7,,35.85 N,125.00 E,충남 태안군 서격렬비도 남남서쪽 96km 해역,지도,-
506,2015-06-17 0:55,2.3,5,,38.41 N,125.57 E,북한 황해남도 안악 남남동쪽 13km 지역,지도,-
505,2015-06-07 20:54,2.1,13,,33.79 N,126.16 E,제주 제주시 북서쪽 48km 해역,지도,-
504,2015-06-02 1:01,2,17,,36.76 N,129.98 E,경북 울진군 동남동쪽 57km 해역,지도,-
503,2015-04-24 10:14,2.3,20,,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역,지도,-
502,2015-04-21 2:05,2.1,12,,35.88 N,129.75 E,경북 포항시 남구 동남동쪽 38km 해역,지도,-
501,2015-04-15 4:10,2.9,15,,35.14 N,129.93 E,울산 동구 남동쪽 61km 해역,지도,-
500,2015-04-13 18:02,3.3,10,,37.18 N,125.47 E,인천 옹진군 연평도 남남서쪽 58km 해역,지도,-
499,2015-03-19 16:20,2.7,21,,36.43 N,127.65 E,충북 옥천군 북북동쪽 16km 지역,지도,-
498,2015-03-19 12:54,2.2,10,,34.16 N,128.37 E,경남 통영시 욕지도 남남동쪽 54km 해역,지도,-
497,2015-03-10 13:10,2.7,5,,37.36 N,125.15 E,인천 옹진군 연평도 남서쪽 59km 해역,지도,-
496,2015-02-23 4:54,2.7,23,,32.96 N,126.25 E,제주 제주시 고산 남남동쪽 38km 해역,지도,-
495,2015-02-19 14:25,2.1,9,,36.09 N,125.05 E,충남 태안군 서격렬비도 남서쪽 71km 해역,지도,-
494,2015-02-03 19:54,2.1,17,,33.61 N,127.57 E,전남 여수시 거문도 남남동쪽 52km 해역,지도,-
493,2015-01-31 5:10,2.2,16,,36.60 N,129.45 E,경북 영덕군 북북동쪽 22km 해역,지도,-
492,2015-01-08 20:15,3.5,16,,37.51 N,125.63 E,인천 옹진군 연평도 남남서쪽 18km 해역,지도,-
491,2015-01-06 13:06,2.8,12,,38.43 N,126.28 E,북한 황해북도 평산 북서쪽 17km 지역,지도,-
490,2014-12-30 15:36,2.6,-,,35.21 N,124.79 E,전남 신안군 흑산면 북서쪽 88km 해역,지도,-
489,2014-12-24 20:33,2.1,6,,35.89 N,127.33 E,전북 완주군 동쪽 15km 지역,지도,-
488,2014-12-15 9:08,2.1,-,,39.09 N,126.52 E,북한 평안남도 양덕 남서쪽 16km 지역,지도,-
487,2014-12-08 5:28,3.3,23,,34.75 N,127.17 E,전남 보성군 동남동쪽 8km 지역,지도,-
486,2014-11-15 3:31,2.5,20,,38.77 N,126.36 E,북한 황해북도 신계 북북서쪽 34km 지역,지도,-
485,2014-11-06 14:48,2.3,18,,33.34 N,125.89 E,제주 제주시 고산 서북서쪽 26km 해역,지도,-
484,2014-11-06 4:25,2.5,-,,37.23 N,126.44 E,인천 옹진군 남남서쪽 30km 해역,지도,-
483,2014-10-28 19:07,2.2,19,,38.00 N,125.34 E,북한 황해남도 옹진 북북동쪽 8km 지역,지도,-
482,2014-10-21 6:33,2.3,20,,35.21 N,129.49 E,부산 기장군 동쪽 24km 해역,지도,-
481,2014-10-20 21:15,2.2,-,,33.68 N,125.88 E,제주 제주시 고산 북북서쪽 50km 해역,지도,-
480,2014-10-19 19:57,2.6,-,,36.44 N,128.19 E,경북 상주시 북동쪽 4km 지역,지도,-
479,2014-10-11 22:11,2.3,16,,37.73 N,129.43 E,강원 동해시 북동쪽 36km 해역,지도,-
478,2014-10-07 1:57,2.9,-,,33.30 N,125.96 E,제주 제주시 고산 서쪽 19km 해역,지도,-
477,2014-10-01 16:34,2.2,11,,36.67 N,125.45 E,충남 태안군 서격렬비도 북서쪽 11km 해역,지도,-
476,2014-09-28 21:32,3.2,8,,37.24 N,126.44 E,인천 옹진군 남서쪽 30km 지역,지도,-
475,2014-09-25 2:26,3.8,14,,35.07 N,129.94 E,울산 동구 남동쪽 67km 해역,지도,-
474,2014-09-23 15:27,3.5,14,,35.80 N,129.41 E,경북 경주시 동남동쪽 18km 지역,지도,-
473,2014-09-09 0:24,2.2,11,,35.68 N,129.38 E,경북 경주시 남동쪽 23km 지역,지도,-
472,2014-08-21 22:30,2.7,21,,33.87 N,127.83 E,전남 여수시 거문도 동남동쪽 51km 해역,지도,-
471,2014-08-18 5:13,2.1,7,,36.57 N,125.64 E,충남 태안군서격렬비도 동남동쪽 10km 해역,지도,-
470,2014-08-16 0:51,2.1,12,,33.59 N,126.58 E,제주 제주시 북북동쪽 11km 해역,지도,-
469,2014-08-10 18:07,2.4,-,,38.15 N,126.63 E,북한 개성 북북동쪽 21km 지역,지도,-
468,2014-08-05 6:16,2.5,-,,40.11 N,127.20 E,북한 함경남도 신흥 서북서쪽 20km 지역,지도,-
467,2014-08-02 1:32,2.2,14,,37.40 N,127.20 E,경기 광주시 서남서쪽 5km 지역,지도,-
466,2014-07-04 6:27,2.2,13,,34.51 N,125.41 E,전남 신안군 흑산면 남남서쪽 17km 해역,지도,-
465,2014-07-04 4:13,2.9,13,,35.66 N,129.78 E,울산 동구 동북동쪽 37km 해역,지도,-
464,2014-07-04 0:11,2.5,-,,35.65 N,129.81 E,울산 동구 동북동쪽 39km 해역,지도,-
463,2014-07-03 22:04,2.6,-,,35.66 N,129.82 E,울산 동구 동북동쪽 40km 해역,지도,-
462,2014-07-03 21:57,3.5,16,,35.66 N,129.76 E,울산 동구 동북동쪽 35km 해역,지도,-
461,2014-06-21 8:29,2.6,-,,38.77 N,125.89 E,북한 황해북도 송림 동쪽 22km 지역,지도,-
460,2014-06-18 9:59,2.1,10,,35.91 N,128.66 E,대구 동구 북쪽 4km 지역,지도,-
459,2014-06-08 4:05,2.6,19,,33.52 N,125.96 E,제주 제주시 고산 북서쪽 31km 해역,지도,-
458,2014-06-05 13:29,2.3,19,,35.97 N,128.62 E,대구 동구 북쪽 10km 지역,지도,-
457,2014-05-15 8:46,3.4,18,,33.00 N,126.21 E,제주 제주시 고산 남쪽 33km 해역,지도,-
456,2014-04-26 14:08,2.7,19,,36.46 N,127.93 E,경북 상주시 서북서쪽 21km 지역,지도,-
455,2014-04-25 12:14,2.9,8,,35.97 N,128.04 E,경북 김천시 남남서쪽 19km 지역,지도,-
454,2014-04-13 14:02,2.9,-,,36.93 N,124.52 E,충남 태안군 서격렬비도 서북서쪽 97km 해역,지도,-
453,2014-04-12 1:44,2.6,14,,33.52 N,126.90 E,제주 제주시 동쪽 34km 지역,지도,-
452,2014-04-08 6:19,2.7,9,,36.96 N,124.44 E,충남 태안군 서격렬비도 서북서쪽 105km 해역,지도,-
451,2014-04-01 9:25,2.3,7,,36.95 N,124.50 E,충남 태안군 서격렬비도 서북서쪽 100km 해역,지도,-
450,2014-04-01 4:48,5.1,8,,36.95 N,124.50 E,충남 태안군 서격렬비도 서북서쪽 100km 해역,지도,-
449,2014-03-28 10:40,3,19,,36.47 N,127.93 E,경북 상주시 서북서쪽 22km 지역,지도,-
448,2014-03-14 12:59,2.5,-,,39.41 N,126.09 E,북한 평안남도 성천 북북서쪽 21km 지역,지도,-
447,2014-03-11 11:39,2.7,12,,35.86 N,128.47 E,대구 달성군 서북서쪽 9km 지역,지도,-
446,2014-02-28 3:20,2.4,-,,38.74 N,125.01 E,북한 남포 서쪽 22km 해역,지도,-
445,2014-02-22 20:44,2.6,-,,38.31 N,124.27 E,북한 황해남도 용연군 장산곶 서북서쪽 42km 해역,지도,-
444,2014-02-21 21:17,2.7,6,,35.05 N,127.75 E,전남 광양시 북북동쪽 13km 지역,지도,-
443,2014-02-05 23:06,2.8,7,,38.26 N,124.40 E,북한 황해남도 용연군 장산곶 서북서쪽 29km 해역,지도,-
442,2014-01-29 6:08,2.2,11,,36.23 N,128.80 E,경북 의성군 남동쪽 16km 지역,지도,-
441,2013-12-19 12:38,2.9,-,,38.11 N,127.11 E,경기 연천군 동북동쪽 3km 지역,지도,-
440,2013-12-13 11:40,2.5,11,,36.10 N,129.04 E,경북 영천시 북북동쪽 17km 지역,지도,-
439,2013-12-08 16:38,2.8,-,,33.44 N,125.09 E,제주 제주시 고산 서쪽 101km 해역,지도,-
438,2013-12-04 6:28,2.4,-,,38.71 N,125.69 E,북한 황해북도 송림 동남동쪽 6km 지역,지도,-
437,2013-12-03 21:00,2.5,13,,35.64 N,128.72 E,경북 청도군 서남서쪽 2km 지역,지도,-
436,2013-12-02 20:02,2.8,8,,38.56 N,126.10 E,북한 황해북도 사리원 동북동쪽 30km 지역,지도,-
435,2013-11-26 2:26,2.1,12,,37.12 N,128.11 E,충북 제천시 서남서쪽 10km 지역,지도,-
434,2013-11-22 23:29,2.1,10,,36.99 N,126.40 E,충남 서산시 북북서쪽 24km 지역,지도,-
433,2013-11-20 21:07,2.1,10,,38.47 N,126.17 E,북한 황해북도 평산 북서쪽 25km 지역,지도,-
432,2013-11-16 22:32,2.1,5,,38.51 N,125.66 E,북한 황해북도 사리원 서쪽 9km 지역,지도,-
431,2013-11-10 16:28,2,-,,37.66 N,124.67 E,인천 옹진군 백령도 남쪽 33km 해역,지도,-
430,2013-11-08 21:02,3,18,,36.24 N,126.36 E,충남 보령시 서남서쪽 25km 해역,지도,-
429,2013-11-08 19:14,2.6,21,,36.23 N,126.36 E,충남 보령시 서남서쪽 25km 해역,지도,-
428,2013-10-26 6:47,2.7,8,,37.96 N,124.61 E,인천 옹진군 백령도 서쪽 6km 해역,지도,-
427,2013-10-19 0:16,2,8,,35.96 N,128.06 E,경북 김천시 남쪽 20km 지역,지도,-
426,2013-10-11 16:06,3.6,16,,36.46 N,129.61 E,경북 영덕군 동북동쪽 22km 해역,지도,-
425,2013-10-10 13:08,2.6,8,,35.36 N,128.23 E,경남 의령군 북서쪽 5km 지역,지도,-
424,2013-09-15 13:16,2.3,16,,36.55 N,129.23 E,경북 영양군 남동쪽 16km 지역,지도,-
423,2013-09-14 17:33,2.2,21,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
422,2013-09-11 13:00,4,14,,33.56 N,125.39 E,전남 신안군 가거도 남남동쪽 60km 해역,지도,-
421,2013-08-29 8:35,2.5,24,,38.19 N,129.30 E,강원 강릉시 북동쪽 60km 해역,지도,-
420,2013-08-13 0:36,3,14,,36.91 N,129.44 E,경북 울진군 남남동쪽 10km 해역,지도,-
419,2013-08-13 0:01,2.1,16,,36.92 N,129.44 E,경북 울진군 남남동쪽 8km 해역,지도,-
418,2013-08-12 4:39,2.3,16,,35.66 N,129.77 E,울산 동구 동북동쪽 36km 해역,지도,-
417,2013-08-12 4:33,3.1,22,,35.66 N,129.75 E,울산 동구 동북동쪽 35km 해역,지도,-
416,2013-08-11 4:19,2.3,-,,38.48 N,126.13 E,북한 황해북도 평산 북서쪽 28km 지역,지도,-
415,2013-08-10 12:43,2.6,11,,35.90 N,129.75 E,경북 포항시 남구 동남동쪽 37km 해역,지도,-
414,2013-08-07 21:08,2,-,,36.19 N,126.08 E,충남 보령시 서남서쪽 50km 해역,지도,-
413,2013-08-04 19:58,2.3,19,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
412,2013-08-01 17:22,3.1,21,,36.19 N,126.17 E,충남 보령시 서남서쪽 43km 해역,지도,-
411,2013-08-01 0:57,2.8,25,,36.23 N,126.22 E,충남 보령시 서남서쪽 37km 해역,지도,-
410,2013-07-31 22:30,3.2,23,,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역,지도,-
409,2013-07-31 20:27,2.2,18,,36.20 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
408,2013-07-31 20:05,2.2,16,,36.21 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
407,2013-07-30 14:57,2.7,22,,36.21 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
406,2013-07-29 10:29,2.7,8,,36.20 N,126.13 E,충남 보령시 서남서쪽 46km 해역,지도,-
405,2013-07-28 9:10,2.8,11,,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
404,2013-07-26 11:23,2.2,18,,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
403,2013-07-23 16:03,2.7,19,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
402,2013-07-15 19:44,2.5,20,,36.20 N,126.15 E,충남 보령시 서남서쪽 44km 해역,지도,-
401,2013-07-15 1:39,2.4,-,,33.03 N,125.68 E,제주 제주시 고산 서남서쪽 68km 해역,지도,-
400,2013-07-13 2:02,3.5,24,,36.20 N,126.18 E,충남 보령시 서남서쪽 42km 해역,지도,-
399,2013-07-01 11:24,3,9,,38.78 N,126.36 E,북한 황해북도 신계 북북서쪽 35km 지역,지도,-
398,2013-06-29 13:32,2.3,16,,36.20 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
397,2013-06-27 19:33,2.5,-,,36.20 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
396,2013-06-24 18:26,2.1,23,,38.04 N,129.75 E,강원 동해시 북동쪽 80km 해역,지도,-
395,2013-06-24 5:28,2.3,-,,36.20 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
394,2013-06-22 11:18,2.3,-,,36.20 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
393,2013-06-22 10:37,2.8,17,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
392,2013-06-22 3:51,2.5,21,,36.20 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
391,2013-06-21 21:55,2.4,22,,36.20 N,126.19 E,충남 보령시 서남서쪽 41km 해역,지도,-
390,2013-06-21 16:29,2.2,15,,36.19 N,126.14 E,충남 보령시 서남서쪽 45km 해역,지도,-
389,2013-06-20 12:35,2.4,-,,39.23 N,125.95 E,북한 평안남도 평성 동쪽 8km 지역,지도,-
388,2013-06-19 16:02,2.6,18,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
387,2013-06-19 1:52,2.3,18,,36.19 N,126.16 E,충남 보령시 서남서쪽 44km 해역,지도,-
386,2013-06-18 2:31,2.3,22,,36.21 N,126.18 E,충남 보령시 서남서쪽 41km 해역,지도,-
385,2013-06-17 20:31,2.4,23,,36.20 N,126.17 E,충남 보령시 서남서쪽 42km 해역,지도,-
384,2013-06-16 22:12,2.5,15,,36.20 N,126.16 E,충남 보령시 서남서쪽 43km 해역,지도,-
383,2013-06-16 19:47,2.1,16,,36.19 N,126.15 E,충남 보령시 서남서쪽 44km 해역,지도,-
382,2013-06-10 14:01,2.1,13,,37.71 N,124.70 E,인천 옹진군 백령도 남쪽 27km 해역,지도,-
381,2013-06-08 5:56,3.2,17,,35.14 N,126.96 E,광주 동구 동쪽 3km 지역,지도,-
380,2013-06-05 12:34,2.6,22,,36.23 N,126.18 E,충남 보령시 서남서쪽 40km 해역,지도,-
379,2013-05-22 23:25,2.1,-,,38.75 N,128.81 E,북한 강원 고성군 북동쪽 51km 해역,지도,-
378,2013-05-21 16:17,3.7,6,,37.66 N,124.71 E,인천 옹진군 백령도 남쪽 33km 해역,지도,-
377,2013-05-19 5:27,2.3,-,,37.73 N,124.74 E,인천 옹진군 백령도 남남동쪽 25km 해역,지도,-
376,2013-05-18 16:18,2.1,9,,37.69 N,124.61 E,인천 옹진군 백령도 남남서쪽 30km해역,지도,-
375,2013-05-18 14:09,2.6,13,,37.71 N,124.68 E,인천 옹진군 백령도 남쪽 27km 해역,지도,-
374,2013-05-18 11:45,3.9,11,,37.67 N,124.61 E,인천 옹진군 백령도 남쪽 32km 해역,지도,-
373,2013-05-18 9:32,2.5,8,,37.64 N,124.57 E,인천 옹진군 백령도 남남서쪽 36km 해역,지도,-
372,2013-05-18 9:13,2.4,7,,37.67 N,124.62 E,인천 옹진군 백령도 남쪽 32km 해역,지도,-
371,2013-05-18 7:54,2.5,6,,37.69 N,124.65 E,인천 옹진군 백령도 남쪽 29km 해역,지도,-
370,2013-05-18 7:26,3.3,9,,37.67 N,124.66 E,인천 옹진군 백령도 남쪽 31km 해역,지도,-
369,2013-05-18 7:24,2.2,6,,37.69 N,124.65 E,인천 옹진군 백령도 남쪽 29km 해역,지도,-
368,2013-05-18 7:02,4.9,11,,37.68 N,124.63 E,인천 옹진군 백령도 남쪽 31km 해역,지도,-
367,2013-05-18 3:00,3.5,12,,37.68 N,124.60 E,인천 옹진군 백령도 남남동쪽 31km 해역,지도,-
366,2013-05-15 8:48,2.8,-,,37.69 N,124.74 E,인천 옹진군 백령도 남쪽 30km 해역,지도,-
365,2013-05-15 8:34,2.7,11,,37.71 N,124.68 E,인천 옹진군 백령도 남쪽 27km 해역,지도,-
364,2013-05-14 20:17,2.8,6,,37.70 N,124.79 E,인천 옹진군 백령도 남남동쪽 30km 해역,지도,-
363,2013-04-30 10:58,2,15,,36.46 N,129.63 E,경북 영덕군 동북동쪽 24km 해역,지도,-
362,2013-04-30 5:26,2.5,18,,36.47 N,129.61 E,경북 영덕군 동북동쪽 23km 해역,지도,-
361,2013-04-28 3:39,2.7,16,,33.65 N,127.29 E,전남 여수시 거문도 남쪽 42km 해역,지도,-
360,2013-04-21 18:21,2.7,-,,35.14 N,124.49 E,전남 신안군 흑산면 서북서쪽 105km 해역,지도,-
359,2013-04-21 8:21,4.9,5,,35.16 N,124.56 E,전남 신안군 흑산면 북서쪽 101km 해역,지도,-
358,2013-04-19 23:46,2.2,18,,36.55 N,129.60 E,경북 영덕군 북동쪽 26km 해역,지도,-
357,2013-04-17 21:33,2.3,17,,36.56 N,129.61 E,경북 영덕군 북동쪽 27km 해역,지도,-
356,2013-04-14 16:16,2.3,18,,38.20 N,129.29 E,강원 양양군 동북동쪽 60km 해역,지도,-
355,2013-04-10 13:07,2.2,13,,36.50 N,127.44 E,충북 청원군 남남서쪽 16km 지역,지도,-
354,2013-02-07 22:07,2.2,17,,35.76 N,129.13 E,경북 경주시 남서쪽 12km 지역,지도,-
353,2013-02-05 21:25,3.5,11,,35.77 N,127.97 E,경남 거창군 북북동쪽 11km 지역,지도,-
352,2013-02-04 5:39,3.1,-,,36.55 N,128.90 E,경북 안동시 동쪽 15km 지역,지도,-
351,2013-01-26 8:57,2.4,21,,36.11 N,127.73 E,충북 영동군 남서쪽 9km 지역,지도,-
350,2013-01-15 13:31,2.8,16,,36.59 N,129.73 E,경북 영덕군 동북동쪽 38km 해역,지도,-
349,2013-01-02 5:53,2.5,-,,33.37 N,127.27 E,제주 서귀포시 성산 동쪽 36km 해역,지도,-
348,2012-12-19 15:05,2.2,,,35.72 N,127.22 E,전북 완주군 남남동쪽 21km 지역,지도,-
347,2012-11-22 3:04,3,,,35.22 N,127.97 E,경남 진주시 서북서쪽 11km 지역,지도,-
346,2012-10-17 14:37,2.5,,,37.54 N,124.84 E,인천 백령도 남남동쪽 48km 해역,지도,-
345,2012-10-01 6:51,2.4,,,36.73 N,128.40 E,경북 예천군 북북서쪽 10km 지역,지도,-
344,2012-09-28 19:36,2.1,,,36.41 N,128.73 E,경북 의성군 북북동쪽 7km 지역,지도,-
343,2012-09-27 22:24,2.7,,,35.40 N,126.08 E,전북 부안군 위도 남서쪽 30km 해역,지도,-
342,2012-09-24 9:59,2.5,,,38.73 N,125.48 E,북한 남포 남동쪽 4km 지역,지도,-
