"국외 지진 검색 결과를 번호, 발생시각, 규모, 깊이, 위도, 경도, 위치, 지도보기로 제공하는 표",,,,,,,
number,origin_time,magnitude,depth,latitude,longitude,location,map
301,2008-02-16 23:45,6,,21.23 S,68.01 W,볼리비아 포토시 남서쪽 299km 지역,-
300,2008-02-14 19:09,7.3,,36.65 N,21.62 E,그리스 칼라마타 남서쪽 약 61km 해역,-
299,2008-02-12 21:50,6.4,,16.49 N,94.12 W,멕시코 치아파스 아리아가 북서쪽 37km 지역,-
298,2008-02-05 2:01,6.6,,20.02 S,69.84 W,칠레 이키케 북동쪽 40km 지역,-
297,2008-01-09 17:26,6.3,,32.34 N,85.15 E,네팔 카트만두 북쪽 약 516km 지역,-
296,2008-01-06 14:14,6.1,,37.23 N,22.73 E,그리스 아테네 남서쪽 124km 지역,-
295,2008-01-02 3:55,6.2,,5.97 S,146.86 E,파푸아뉴기니 라에 북쪽 88km 지역,-
294,2007-12-25 23:04,5.6,,38.50 N,142.20 E,일본 혼슈 센다이 동쪽 126km해역,-
293,2007-12-22 16:11,6.4,,2.42 S,139.06 E,인도네시아 자야푸라 서쪽 182km 지역,-
292,2007-12-20 16:55,6.4,,38.80 S,177.91 E,뉴질랜드 기스본 남남서쪽 18km지역,-
291,2007-12-19 18:30,7.3,,51.27 N,179.43 W,알래스카 아닥 서남서쪽 약 204km 해역,-
290,2007-12-16 17:09,6.7,,22.56 S,69.98 W,칠레 칼라마 서쪽 110km지역,-
289,2007-12-09 16:28,7.6,,26.16 S,177.45 W,뉴질랜드 케르마데크제도 라울섬 북동쪽 260km 해역,-
288,2007-12-07 0:47,6,,30.06 N,141.43 E,일본 혼슈 도쿄 남남동쪽 643km해역(태평양쪽),-
287,2007-11-30 4:00,7.3,,14.92 N,61.26 W,대서양 마티니크 세인트피어 북서쪽 약 21km 해역,-
286,2007-11-26 22:51,5.9,,37.30 N,141.80 E,일본 혼슈 센다이 남동쪽 143km 해역,-
285,2007-11-26 1:02,6.8,,8.34 S,118.42 E,인도네시아 숨바와섬 라바 서북서쪽 약 40km 지역,-
284,2007-11-18 14:40,6,,22.57 S,66.22 W,아르헨티나 후후이 북북서쪽 200km 지역,-
283,2007-11-16 12:12,6.7,,2.30 S,77.79 W,에콰도르 이바라 북동쪽 약 50km 지역,-
282,2007-11-16 0:06,6.8,,22.88 S,70.07 W,칠레 안토파가스타 북북동쪽 93km 지역,-
281,2007-11-15 0:40,7.7,,22.19 S,69.84 W,칠레 칼라마 서북서쪽 101km 지역,-
280,2007-10-25 6:02,7.1,,4.08 S,100.80 E,인도네시아 수마트라 벵클루 남서쪽 약 170km 해역,-
279,2007-09-30 14:23,7.3,,49.39 S,163.84 E,태평양 뉴질랜드 인버카길 남서쪽 약 470km 해역,-
278,2007-09-30 11:08,7,,10.48 N,145.61 E,태평양 괌 남남동쪽 약 340km 해역,-
277,2007-09-28 22:41,7.4,,21.90 N,142.70 E,일본 혼슈 도쿄 남쪽 1561km 해역,-
276,2007-09-13 8:48,7.8,,2.53 S,101.00 E,인도네시아 수마트라 벵클루 북서쪽 약 200km 해역,-
275,2007-09-12 20:10,8.4,,4.52 S,101.38 E,인도네시아 수마트라 벵클루 남서쪽 약 130km 해역,-
274,2007-09-07 2:51,6.5,,24.30 N,122.30 E,대만 화련 동쪽 약 73km 해역,-
273,2007-09-02 10:05,7.5,,11.83 S,165.64 E,솔로몬섬 호니아라시 동남동쪽 432km 해역,-
272,2007-08-29 12:00,5.6,,21.73 N,121.39 E,대만 카오슝 남동쪽 152km 해역,-
271,2007-08-22 16:26,5.2,,42.00 N,140.80 E,일본 훗카이도 삿포르 남남서쪽 125km 지역,-
270,2007-08-18 17:10,5.1,,35.40 N,140.40 E,일본 혼슈 도쿄 동남동쪽 68km 지역,-
269,2007-08-16 8:41,7.5,,13.50 S,76.70 W,페루 리마 남남동쪽 160km 해역,-
268,2007-08-09 9:55,5.3,,22.76 N,120.64 E,대만 카오슝 동북동쪽 45km 지역,-
267,2007-08-09 2:04,7.5,,5.97 S,107.66 E,인도네시아 자바섬 자카르타 북동쪽 약 100km 해역(USGS 3차발표),-
266,2007-08-07 9:02,6.4,,27.60 N,126.50 E,일본 오키나와 북서쪽 약180km 해역,-
265,2007-08-02 11:38,6.4,,47.30 N,142.20 E,러시아 유즈노사할린스크 북서쪽 약 50km 지역,-
264,2007-08-02 2:08,7.4,,15.77 S,167.80 E,남서태평양 바누아투 해역,-
263,2007-08-01 0:07,6.1,,27.30 N,126.80 E,일본 오키나와 북서쪽 약 140km 해역,-
262,2007-07-26 14:40,7.4,,2.89 N,127.54 E,인도네시아 몰루카해역,-
261,2007-07-23 22:40,5.6,,23.64 N,121.57 E,대만 화롄 남쪽 약 37km 해역,-
260,2007-07-21 23:00,6.1,,7.98 S,71.13 W,브라질 아마조나스 지역,-
259,2007-07-16 23:18,6.6,,36.80 N,135.20 E,일본 혼슈 후쿠이 북서쪽 123km 해역,-
258,2007-07-16 15:37,5.6,,37.50 N,138.70 E,일본 혼슈 니가타 남남서쪽 57km 지역,-
257,2007-07-16 10:13,6.6,,37.50 N,138.60 E,일본 혼슈 니가타 남서쪽 63km 해안,-
256,2007-07-12 14:23,6,,7.93 S,74.36 E,페루 뿌깔빠 북북동쪽 약 55km 지역,-
255,2007-07-06 10:09,6.1,,16.70 N,93.50 W,멕시코 치아빠스 뚝스뜰라 서쪽 약 40km 지역,-
254,2007-07-01 13:12,5.6,,43.50 N,144.90 E,일본 홋카이도 구시로 북동쪽 73km 지역,-
253,2007-06-28 11:52,6.7,,7.95 S,154.60 E,남태평양 솔로몬 해역,-
252,2007-06-23 7:20,5.1,,42.50 N,142.20 E,일본 홋카이도 삿포로 동남동쪽 119km지역,-
251,2007-06-03 6:35,6.1,,22.99 N,100.87 E,중국 윈난성 거주지역,-
250,2007-05-31 5:38,6.4,,52.04 N,157.62 E,러시아 캄차카반도 남부 지역,-
249,2007-05-16 17:56,6.1,,20.48 N,100.82 E,라오스 비엔티안 북서쪽 330km 지역,-
248,2007-05-05 17:51,6,,34.28 N,81.90 E,티벳 서부 지역,-
247,2007-04-26 9:03,5.4,,33.90 N,133.60 E,일본 시코쿠 고치 북북동쪽 29km 지역,-
246,2007-04-22 2:53,6.4,,45.17 S,73.12 W,칠레 푸에르토아이센 북북서쪽 33km 지역,-
245,2007-04-21 4:38,5.9,,27.50 N,128.50 E,일본 가고시마 남서쪽 364km 해역,-
244,2007-04-20 11:23,6.2,,25.70 N,125.00 E,대만 타이베이 동북동쪽 360km 해역,-
243,2007-04-20 10:46,6.7,,25.70 N,125.20 E,대만 타이베이 동북동쪽 380km 해역,-
242,2007-04-20 9:26,6.2,,25.80 N,125.10 E,대만 타이베이 동북동쪽 380km 해역,-
241,2007-04-19 0:07,5.5,,42.60 N,142.00 E,일본 홋카이도 삿포로 남동쪽 75km 지역,-
240,2007-04-15 12:19,5.3,,34.80 N,136.40 E,일본 나고야 서남서쪽 62km 지역,-
239,2007-04-13 14:42,6,,17.40 N,100.10 W,멕시코 멕시코시티 남남서쪽 약 250km 지역,-
238,2007-04-03 12:35,6.2,,36.53 N,70.67 E,아프가니스탄 카불 약 북동쪽 260km,-
237,2007-04-02 5:40,7.7,,8.56 S,157.37 E,솔로몬섬 지역,-
236,2007-04-01 11:52,5.7,,32.40 N,137.70 E,일본 나고야 남남동쪽 240km 해역,-
235,2007-03-25 9:42,7.1,,37.30 N,136.50 E,일본 도야마 서북서쪽 93km 영역,-
234,2007-03-18 10:31,5.8,,42.10 N,144.30 E,일본 훗카이도 구시로 남쪽 80km 해역,-
233,2007-03-11 16:09,5.6,,43.70 N,147.80 E,일본 삿포로 동쪽 733km 해역,-
232,2007-03-09 12:22,6.2,,43.34 N,133.65 E,러시아 블라디보스토크 동쪽 150km 지역,-
231,2007-03-08 14:04,6,,30.00 N,141.10 E,일본 도쿄 남남동쪽 약 512km 해역,-
230,2007-03-06 12:49,6.3,,0.54 S,100.50 E,인도네시아 수마트라 파당 북쪽50km지역,-
229,2007-02-17 9:03,6.6,,41.60 N,143.90 E,일본 홋카이도 삿포로 동남동쪽 270km 해역,-
228,2007-01-25 19:59,6.2,,22.86 N,121.91 E,대만 타이퉁 동쪽 80km 해역,-
227,2007-01-21 20:27,7.3,,1.21 N,126.29 E,인도네시아 몰루카 서북서쪽 129km 해역,-
226,2007-01-16 3:18,5.7,,35.00 N,138.90 E,일본 도쿄 서남서쪽 110km 지역,-
225,2007-01-13 13:24,8.3,,46.10 N,154.20 E,일본 북해도 북동쪽 (쿠릴열도) 해역,-
224,2006-12-26 21:34,7,,22.02 N,120.54 E,대만 카우슝 남남동쪽 69km 해역,-
223,2006-12-26 21:26,7.2,,21.85 N,120.59 E,대만 카우슝 남남동쪽 89km 해역,-
222,2006-12-23 4:50,6.1,,10.68 N,92.39 E,인도 안다만섬 지역,-
221,2006-12-11 12:28,5.6,,29.70 N,130.70 E,일본 가고시마 남쪽 139km 해역,-
220,2006-12-01 23:01,6.3,,8.22 S,118.78 E,인도네시아 순바와섬 북쪽 해역,-
219,2006-12-01 12:58,6.3,,3.50 N,99.10 E,인도네시아 수마트라 북부지역,-
218,2006-11-22 20:15,5.5,,44.00 N,146.80 E,일본 홋카이도 동쪽 약 150km 해역,-
217,2006-11-18 3:03,6.2,,28.50 N,130.20 E,일본 가고시마 동쪽 약 50km 해역,-
216,2006-11-15 20:14,7.7,,46.70 N,153.50 E,일본 북해도 북동쪽(쿠릴열도 해역),-
215,2006-11-13 10:26,6.7,,26.08 S,63.29 W,아르헨티나 산티아고델에스테로 북북동쪽 지역,-
214,2006-11-01 23:21,5,,42.30 N,143.10 E,일본 홋카이도 삿포로 남동쪽 약165km 지역,-
213,2006-10-24 6:18,6.8,,29.70 N,142.20 E,일본 도쿄 남남동쪽 587km 해역,-
212,2006-10-20 19:48,6.6,,13.30 S,76.50 W,페루 리마 남남동쪽 약 16km 해역,-
211,2006-10-16 2:07,6.3,,19.84 N,156.06 W,하와이 칼라오아 북북서 14km 해역,-
210,2006-10-13 3:05,6.1,,31.31 S,71.35 W,칠레 코퀸보 지역,-
209,2006-10-11 8:58,6,,37.20 N,143.10 E,일본 센다이 동남동쪽 약 230km 해역,-
208,2006-10-01 2:50,6.8,,46.40 N,153.90 E,러시아 쿠릴열도 동쪽 해역,-
207,2006-09-26 7:03,5.2,,33.50 N,131.90 E,일본 큐슈 오이타 동북동쪽 41km 해역,-
206,2006-09-22 11:32,6,,26.78 S,63.03 W,아르헨티나 산티아고델에스테로 북동쪽 지역,-
205,2006-09-16 18:45,6,,3.10 S,129.50 E,인도네시아 말루쿠 암본 동북동쪽 155km지역,-
204,2006-09-16 11:23,5.6,,41.30 N,136.20 E,일본 아키타 서북서쪽 459km 해역,-
203,2006-09-01 19:18,6.8,,6.80 S,155.50 E,파푸아뉴기니 보겐빌 지역,-
202,2006-09-01 7:58,5.7,,28.60 N,130.50 E,일본 가고시마 남쪽 약 217km 해역,-
201,2006-08-31 17:18,4.8,,35.60 N,140.00 E,일본 동경만 해역,-
200,2006-08-25 9:44,6.4,,24.30 S,66.90 W,아르헨티나 살타 북서쪽 약 150km 지역,-
199,2006-08-18 0:20,6,,46.70 N,142.00 E,러시아 사할린섬 지역,-
198,2006-08-17 20:11,6.2,,55.68 N,161.66 E,러시아 캄차카반도 동쪽 지역,-
197,2006-08-13 3:39,5.7,,28.60 N,130.50 E,일본 가고시마 남쪽 217 km 해역,-
196,2006-08-11 23:30,5.9,,18.62 N,100.91 W,멕시코 미초아칸 지역,-
195,2006-08-08 7:19,7,,15.80 S,167.80 E,바누아투 펜테코스트섬 서쪽 약 40km 해역,-
194,2006-08-07 3:17,6.2,,26.50 N,144.20 E,일본 동경 남남동쪽 약 1100km해역,-
193,2006-08-05 23:03,5.9,,33.00 S,68.70 W,아르헨티나 멘도자 남동쪽 약 20km 지역,-
192,2006-07-17 17:19,7.7,,9.20 S,107.32 E,인도네시아 자바섬 남쪽 약 235 km 해역,-
191,2006-07-09 5:40,6.2,,51.39 N,179.37 W,미국 알래스카 알루샨 열도 남쪽 해역,-
190,2006-07-04 12:56,4.9,,39.12 N,116.22 E,중국 베이징 남쪽 약 80km 지역,-
189,2006-06-27 11:39,7.1,,51.78 N,175.60 E,알라스카 알루시안열도 해역,-
188,2006-06-12 5:01,6.1,,33.20 N,131.40 E,일본 쿠슈 오이타 서쪽 약 20km 지역,-
187,2006-05-28 12:12,6.7,,5.70 S,151.30 E,파푸아뉴기니 뉴브리튼 지역,-
186,2006-05-27 7:53,6.3,,8.00 S,110.50 E,인도네시아 요갸카르타 남남동쪽 20km 해역,-
185,2006-05-22 22:08,6.2,,54.32 N,158.43 E,러시아 캄차카반도 지역,-
184,2006-05-22 20:12,6.7,,60.79 N,165.83 E,러시아 코라키아 지역,-
183,2006-05-16 19:39,7.5,,31.50 S,179.30 W,뉴질랜드 케르마데크 제도 남남서쪽 285km 해역,-
182,2006-05-13 19:42,3.9,,34.00 N,129.10 E,일본 대마도 이즈하라 남서쪽 30Km 해역,-
181,2006-05-04 0:26,8.1,,19.92 S,174.34 W,남태평양 통가 네이아푸 남남서쪽 146 km 해역,-
180,2006-05-01 4:17,6.4,,27.00 S,70.80 W,칠레 코피아포 북서쪽 약 60km 지역,-
179,2006-04-30 1:58,6.8,,60.40 N,167.60 E,러시아 코라키아 지역,-
178,2006-04-21 8:25,7.7,,61.06 N,167.17 E,러시아 코라키아 지역,-
177,2006-04-16 20:50,6,,30.40 N,139.40 E,일본 요코하마 남쪽 약 565km 해역,-
176,2006-04-01 19:02,6.5,,22.90 N,121.30 E,대만 타이툰 북동 해역,-
175,2006-03-28 22:33,6,,32.20 N,138.60 E,일본 혼슈 나고야 남동쪽 306km 해역,-
174,2006-03-27 11:50,5.5,,32.60 N,132.20 E,일본 오이타 남동쪽 84km 해역,-
173,2006-03-25 16:29,6,,27.60 N,55.70 E,이란 반다르아바스 북서쪽 약 70km 지역,-
172,2006-02-28 16:31,6.3,,28.30 N,56.80 E,이란 케르만 남쪽 약 200km 지역,-
171,2006-02-23 7:19,7.2,,21.00 S,33.30 E,모잠비크 북부 지역,-
170,2006-01-28 1:58,7.7,,5.40 S,128.20 E,인도네시아 암본 남쪽 191km 해역,-
169,2006-01-08 20:34,7,,36.40 N,23.50 E,그리스 아테네 남쪽 약 150km 해역,-
168,2006-01-03 7:13,7.1,,19.90 S,178.10 W,남태평양 피지제도 수바 남동쪽 약400Km해역,-
167,2006-01-02 15:10,7.3,,60.86 S,21.39 W,칠레 푼타아레나스 남동쪽 약 3037km 해역,-
166,2005-12-17 3:32,6.2,,38.30 N,142.70 E,일본 미야기현 동쪽 해역,-
165,2005-12-13 6:47,6.6,,36.50 N,71.20 E,아프카니스탄 페이자바드 남동쪽 90km 지역,-
164,2005-12-11 23:20,7,,6.50 S,152.30 E,파퓨아뉴기니 뉴브리튼 남쪽 약 254km 해역,-
163,2005-12-05 21:20,6.8,,5.30 S,29.90 E,탄자니아 타보라 서쪽 약 310km 지역,-
162,2005-12-04 1:10,6.1,,29.10 N,130.80 E,일본 가고시마 남쪽 약 270km 해역,-
161,2005-12-02 22:13,6.4,,38.10 N,142.30 E,일본 센다이 동쪽 125km 해역,-
160,2005-11-26 9:49,5.5,,29.70 N,115.70 E,중국 동부 장시성 지역,-
159,2005-11-22 0:36,6,,30.90 N,130.30 E,일본 큐슈 가고시마현 가이만 남서쪽 약 30km 해역,-
158,2005-11-18 4:26,6.9,,22.40 S,67.80 W,칠레 안토파가스타 북동쪽 약 300km 지역,-
157,2005-11-15 6:38,6.9,,38.00 N,145.00 E,일본 혼슈 북부 해역,-
156,2005-11-11 4:29,6.1,,57.40 N,120.50 E,러시아 네륜구리 북서쪽 지역,-
155,2005-10-23 19:09,6.3,,37.40 N,134.70 E,일본 가나자와 북서쪽 약 190km 해역,-
154,2005-10-19 20:44,6.2,,36.40 N,141.00 E,일본 동경 북동쪽 약 130km 해역,-
153,2005-10-16 0:51,7,,25.20 N,123.60 E,대만 키룽시 동쪽 약 205km 해역,-
152,2005-10-08 12:51,7.6,,34.80 N,73.70 E,파키스탄 북부지역,-
151,2005-09-26 10:56,7.5,,5.70 S,76.20 W,페루 북부 지역,-
150,2005-09-12 20:18,4.2,,33.70 N,130.10 E,일본 후쿠오카 북서쪽 약 45km 해역,-
149,2005-09-09 16:26,7.3,,4.50 S,153.40 E,파푸아뉴기니 타론 동쪽 약 40km 해역,-
148,2005-08-31 3:11,6.2,,38.40 N,143.50 E,일본 미아기현 센다이 동쪽 230km 해역,-
147,2005-08-24 19:15,6.2,,38.50 N,143.40 E,일본 센다이 북동쪽 약 175km 해역,-
146,2005-08-16 11:46,6.8,,38.10 N,142.40 E,일본 혼슈 센다이 동쪽 약 120km 해역,-
145,2005-08-08 17:34,6.1,,3.70 S,140.40 E,인도네시아 자야푸라 남서쪽 약 140km 지역,-
144,2005-07-25 0:42,7.2,,7.90 N,92.10 E,인도 니코바르섬 서쪽 약 130km 해역,-
143,2005-07-23 16:35,5.7,,35.50 N,140.20 E,일본 도쿄 남동쪽 약 44km 지역,-
142,2005-06-17 15:21,7,,40.60 N,126.40 W,미국 유레카시 서쪽 약 155km 해역,-
141,2005-06-15 11:50,7.6,,41.30 N,125.80 W,미국 캘리포니아주 유레카시 북북서쪽 150km 해역,-
140,2005-06-14 7:44,7.7,,20.10 S,68.90 W,칠레 이키케 동쪽 약 130km 지역,-
139,2005-05-19 10:54,6.7,,1.80 N,96.50 E,인도네시아 수마트라섬 메단 남서쪽 약 315km 해역,-
138,2005-05-14 14:05,6.9,,0.60 N,98.50 E,인도네시아 수마트라섬 남서쪽 인근해역,-
137,2005-05-10 10:09,6.3,,6.30 S,103.10 E,인도네시아 수마트라섬 남쪽 해역,-
136,2005-05-02 1:24,4.9,,33.70 N,130.30 E,일본 후쿠오카 북서쪽 약 25km 해역,-
135,2005-04-20 9:09,5.1,,33.70 N,130.30 E,일본 후쿠오카 북서쪽 약 25km 해역,-
134,2005-04-20 6:11,5.7,,33.70 N,130.30 E,일본 후쿠오카 북서쪽 약 25km 해역,-
133,2005-04-19 10:48,6.2,,29.70 N,139.60 E,일본 도쿄 남쪽 약 660km 해역,-
132,2005-04-17 1:38,6.5,,1.90 N,97.80 E,인도네시아 투앙쿠섬 동남동쪽 약 65km 해역,-
131,2005-04-12 2:09,6.7,,22.00 S,170.60 E,뉴칼레도니아 누메이 동쪽 약 440km 해역,-
130,2005-04-11 23:54,6.2,,7.60 S,78.10 W,페루 트루질로 남서쪽 약 110km 지역,-
129,2005-04-11 21:20,6.5,,3.40 S,145.60 E,파푸아뉴기니 마당 북쪽 약 200km 해역,-
128,2005-04-11 15:11,6.2,,2.80 N,96.70 E,인도네시아 투앙쿠 섬 북북서쪽 약60km 해역,-
127,2005-04-11 7:22,6.1,,35.70 N,140.70 E,일본 동경 동쪽 약 85km 지역,-
126,2005-04-10 20:34,4.8,,33.70 N,130.30 E,일본 후쿠오카 북서쪽 약 20km 해역,-
125,2005-04-10 19:29,6.8,,1.10 S,99.40 E,인도네시아 수마트라섬 파당 서쪽 약 100km 해역,-
124,2005-04-03 12:11,6.4,,2.20 N,97.90 E,인도네시아 수마트라섬 서부 해역,-
123,2005-04-01 21:52,4.5,,33.70 N,130.30 E,일본 후쿠오카 북서쪽 약 17km 해역,-
122,2005-03-31 16:24,6,,1.80 N,97.20 E,인도네시아 수마트라섬 서부 해역,-
121,2005-03-31 1:19,6.5,,3.20 N,95.40 E,인도네시아 수마트라섬 북서부 해역,-
120,2005-03-29 1:10,8.5,,2.30 N,97.10 E,인도네시아 수마트라섬 서쪽 약 70km 해역,-
119,2005-03-25 21:03,4.3,,33.80 N,130.10 E,일본 후쿠오카 북서쪽 약 45km 해역,-
118,2005-03-24 23:38,4.1,,33.70 N,130.20 E,일본 후쿠오카 북서쪽 약 45km 해역,-
117,2005-03-22 15:55,5.1,,33.70 N,130.20 E,일본 후쿠오카 북서쪽 약 45km 해역,-
116,2005-03-21 23:59,4.6,,33.80 N,130.10 E,일본 후쿠오카 북서쪽 약 45km 해역,-
115,2005-03-20 20:08,4.4,,33.80 N,130.10 E,일본 후쿠오카 북서쪽 약 45km 해역,-
114,2005-03-20 19:52,4.5,,33.80 N,130.10 E,일본 후쿠오카 북서쪽 약 45km 해역,-
113,2005-03-20 10:53,7,,33.90 N,130.20 E,일본 후쿠오카 북서쪽 약45 km해역,-
112,2004-12-26 13:21,7.1,,6.91 N,92.96 E,인도 니코바섬,-
111,2004-12-26 9:58,9,,3.30 N,95.98 E,인도네시아 수마트라 서쪽해역,-
110,2004-12-23 23:59,8.1,,49.31 S,161.35 E,맥콰이어섬 북부,-
109,2004-12-02 8:17,5.5,,3.67 S,135.53 E,인도네시아 파퓨아,-
108,2004-11-29 3:32,7,,43.01 N,145.12 E,일본 홋가이도,-
107,2004-11-26 11:25,7.1,,3.61 S,135.40 E,인도네시아 파류아,-
106,2004-11-23 5:26,7.1,,46.68 S,164.72 E,사우스아일랜드 서쪽 해역,-
105,2004-11-21 20:41,6.3,,15.68 N,61.71 W,리워드섬,-
104,2004-11-20 17:07,6.4,,9.60 N,84.17 W,코스타리카,-
103,2004-11-15 18:06,7.2,,4.70 N,77.51 W,콜롬비아 서쪽 해역,-
102,2004-11-12 6:26,7.5,,8.15 S,124.87 E,인도네시아 케프라우안,-
101,2004-10-23 17:56,6.6,,37.23 N,138.78 E,일본 혼슈 서쪽 해역,-
100,2004-09-15 17:35,5.2,,8.77 S,115.36 E,인도네시아 발리,-
99,2004-09-07 20:53,6.4,,28.57 S,65.84 W,아르헨티나 카타마르카,-
98,2004-09-05 23:57,7.4,,33.18 N,137.07 E,일본 혼슈 남쪽 해역,-
97,2004-09-05 19:07,7.2,,33.07 N,136.62 E,일본 혼슈 서부 해역,-
96,2004-08-12 0:48,5.7,,38.38 N,39.26 E,터키 동부,-
95,2004-08-10 19:26,5.1,,27.27 N,103.87 E,중국 사천-운남-귀주 경계,-
94,2004-07-30 16:14,4.8,,39.63 N,43.97 E,터키 동부,-
93,2004-07-25 23:35,7.3,,2.43 S,103.98 E,인도네시아 수마트라 남부,-
92,2004-07-18 17:31,5.1,,33.43 N,69.52 E,중앙아프카니스탄,-
91,2004-07-18 13:22,5.6,,38.00 S,176.51 E,뉴질랜드섬 북쪽,-
90,2004-07-15 13:27,7.1,,17.66 S,178.76 W,피지,-
89,2004-07-12 22:04,5,,46.30 N,13.64 E,슬로베니아,-
88,2004-07-02 7:30,5.4,,39.77 N,43.98 E,터키 동부,-
87,2004-05-28 21:38,6.3,,36.29 N,51.61 E,이란 북부,-
86,2004-05-09 5:11,4.5,,30.13 N,67.12 E,파키스탄,-
85,2004-05-01 16:56,5.2,,24.08 N,121.61 E,대만,-
84,2004-04-06 6:24,6.6,,36.51 N,71.03 E,아프카니스탄 힌두 쿠쉬,-
83,2004-03-26 4:30,5.6,,39.93 N,40.81 E,터키 동부,-
82,2004-03-02 8:55,3.8,,38.06 N,38.28 E,터키 동부,-
81,2004-02-24 11:27,6.4,,35.14 N,4.00 W,모로코 지브롤터 해협,-
80,2004-02-24 11:14,4.7,,3.39 S,29.56 E,부룬디,-
79,2004-02-16 23:44,5.1,,0.47 S,100.66 E,인도네시아 수마트라 남부,-
78,2004-02-14 19:30,5.5,,34.77 N,73.22 E,파키스탄,-
77,2004-02-07 11:42,7.3,,4.00 S,135.02 E,인도네시아 파푸아 남쪽 해역,-
76,2004-02-06 6:05,7,,3.62 S,135.54 E,인도네시아 파푸아,-
75,2004-01-04 1:23,7.1,,22.25 S,169.68 E,뉴칼레도니아 로얄티섬,-
74,2004-01-02 5:59,5.8,,8.31 S,115.79 E,인도네시아 발리,-
73,2003-12-28 1:00,7.3,,22.03 S,169.65 E,로얄티제도 남동부,-
72,2003-12-26 10:56,6.6,,29.00 N,58.33 E,이란 남부,-
71,2003-12-25 16:11,6.5,,8.43 N,82.45 W,파나마 코스타리카 경계,-
70,2003-12-23 4:15,6.5,,35.71 N,121.10 W,캘리포니아,-
69,2003-12-01 10:38,6,,42.91 N,80.52 E,카자흐스탄 신장 경계 지역,-
68,2003-11-19 2:14,6.5,,12.03 N,125.42 E,필리핀 사마르,-
67,2003-11-17 15:43,7.8,,51.15 N,178.65 E,알래스카,-
66,2003-11-15 3:49,5,,27.37 N,103.97 E,중국 스촨-운남-귀주 경계,-
65,2003-11-13 11:35,5.1,,34.71 N,103.83 E,중국 감숙,-
64,2003-10-31 10:06,7,,37.81 N,142.62 E,일본 혼슈 동해안,-
63,2003-10-25 21:41,5.8,,38.40 N,100.51 E,중국 감숙-청해 경계,-
62,2003-10-16 21:28,5.6,,25.95 N,101.25 E,중국 운남,-
61,2003-09-27 20:33,7.3,,50.04 N,87.81 E,러시아 시베리아,-
60,2003-09-26 6:08,7.4,,41.77 N,143.59 E,일본 혼슈,-
59,2003-09-26 4:50,8.3,,41.82 N,143.91 E,일본 혼슈,-
58,2003-09-22 13:45,6.5,,19.78 N,70.67 W,도미니카 공화국,-
57,2003-08-21 21:12,7.2,,45.10 S,167.14 E,뉴질랜드 남부,-
56,2003-08-16 19:58,5.4,,43.77 N,119.64 E,중국 내몽고,-
55,2003-08-04 13:37,7.5,,60.53 S,43.41 W,스코틀랜드 해역,-
54,2003-07-27 8:18,5.6,,22.85 N,92.61 E,인도-방글라데시 국경,-
53,2003-07-22 0:16,6,,25.98 N,101.29 E,중국 운남,-
52,2003-07-16 5:27,7.6,,2.60 S,68.38 E,찰스버그 해령,-
51,2003-07-11 2:06,5.7,,28.36 N,54.17 E,이란 남부,-
50,2003-06-24 22:01,4.6,,32.93 N,49.48 E,이란 서부,-
49,2003-06-20 15:19,7.1,,7.61 S,71.72 W,브라질 아마소나스,-
48,2003-05-28 2:11,5.8,,36.94 N,3.58 E,알제리 북부,-
47,2003-05-27 4:23,7,,2.35 N,128.86 E,인도네시아 할마헤라섬,-
46,2003-05-26 18:24,7,,38.85 N,141.57 E,일본 혼슈 동쪽 해역,-
45,2003-05-22 3:44,6.8,,36.96 N,3.63 E,알제리 북부,-
44,2003-05-05 0:44,5.8,,39.43 N,77.22 E,중국 신장 남부,-
